Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,Segment
92,1,160.49,2,1,4,214,이탈 위험 고객
16,1,255.46,5,1,5,515,관심 고객
26,1,35.36,5,1,1,511,신규 고객
134,1,122.69,1,1,3,113,이탈 위험 고객
58,1,58.7,4,1,2,412,신규 고객
113,1,224.83,2,1,4,214,이탈 위험 고객
158,1,86.03999999999999,1,1,2,112,이탈 고객
120,1,116.18,1,1,3,113,이탈 위험 고객
148,1,381.86,1,1,5,115,이탈 위험 고객
135,1,73.76,1,1,2,112,이탈 고객
137,1,44.42,1,1,1,111,이탈 고객
160,1,971.67,1,1,5,115,이탈 위험 고객
134,1,51.88,1,1,1,111,이탈 고객
125,1,130.16,1,1,3,113,이탈 위험 고객
114,1,90.25,2,1,2,212,이탈 고객
11,1,934.25,5,1,5,515,관심 고객
114,1,42.2,2,1,1,211,이탈 고객
132,1,48.22,1,1,1,111,이탈 고객
114,1,176.89,2,1,4,214,이탈 위험 고객
37,1,37.85,4,1,1,411,신규 고객
51,1,152.94,4,1,4,414,관심 고객
59,1,143.04,4,1,3,413,관심 고객
107,1,82.9,2,1,2,212,이탈 고객
37,1,114.9,4,1,3,413,관심 고객
54,1,182.14,4,1,4,414,관심 고객
142,1,521.37,1,1,5,115,이탈 위험 고객
50,1,614.84,4,1,5,415,관심 고객
57,1,96.65,4,1,2,412,신규 고객
30,1,140.1,5,1,3,513,관심 고객
121,1,198.94,1,1,4,114,이탈 위험 고객
87,1,48.13,3,1,1,311,신규 고객
103,1,61.79,2,1,2,212,이탈 고객
77,1,129.32,3,1,3,313,관심 고객
100,1,46.19,2,1,1,211,이탈 고객
73,1,76.07,3,1,2,312,이탈 위험 고객
14,1,68.32,5,1,2,512,신규 고객
61,1,164.94,3,1,4,314,관심 고객
102,1,77.77,2,1,2,212,이탈 고객
108,1,32.37,2,1,1,211,이탈 고객
12,1,51.04,5,1,1,511,신규 고객
143,1,26.12,1,1,1,111,이탈 고객
126,1,164.7,1,1,4,114,이탈 위험 고객
23,1,39.48,5,1,1,511,신규 고객
108,1,98.34,2,1,3,213,이탈 위험 고객
34,1,489.92,4,1,5,415,관심 고객
114,1,253.28,2,1,5,215,이탈 위험 고객
119,1,87.05,1,1,2,112,이탈 고객
128,1,111.53,1,1,3,113,이탈 위험 고객
77,1,42.5,3,1,1,311,신규 고객
22,1,153.1,5,1,4,514,관심 고객
100,1,95.8,2,1,2,212,이탈 고객
113,1,118.96,2,1,3,213,이탈 위험 고객
74,1,217.76,3,1,4,314,관심 고객
75,1,1359.47,3,1,5,315,관심 고객
18,1,255.78,5,1,5,515,관심 고객
51,1,52.13,4,1,1,411,신규 고객
142,1,51.15,1,1,1,111,이탈 고객
131,1,396.25,1,1,5,115,이탈 위험 고객
73,1,450.1,3,1,5,315,관심 고객
154,1,216.64,1,1,4,114,이탈 위험 고객
87,1,139.82,3,1,3,313,관심 고객
25,1,173.84,5,1,4,514,관심 고객
92,1,92.5,2,1,2,212,이탈 고객
18,1,700.36,5,1,5,515,관심 고객
38,1,89.58,4,1,2,412,신규 고객
79,1,380.29,3,1,5,315,관심 고객
115,1,99.9,2,1,3,213,이탈 위험 고객
74,1,194.12,3,1,4,314,관심 고객
123,1,43.22,1,1,1,111,이탈 고객
156,1,124.92,1,1,3,113,이탈 위험 고객
4,1,33.33,5,1,1,511,신규 고객
107,1,176.52,2,1,4,214,이탈 위험 고객
85,1,97.28,3,1,2,312,이탈 위험 고객
71,1,198.68,3,1,4,314,관심 고객
60,1,61.32,3,1,2,312,이탈 위험 고객
23,1,372.42,5,1,5,515,관심 고객
110,1,27.78,2,1,1,211,이탈 고객
35,1,237.48,4,1,4,414,관심 고객
39,1,218.73,4,1,4,414,관심 고객
10,1,72.18,5,1,2,512,신규 고객
75,1,494.16,3,1,5,315,관심 고객
107,1,64.98,2,1,2,212,이탈 고객
93,1,309.35,2,1,5,215,이탈 위험 고객
109,1,614.62,2,1,5,215,이탈 위험 고객
58,1,273.88,4,1,5,415,관심 고객
69,1,105.81,3,1,3,313,관심 고객
80,1,293.92,3,1,5,315,관심 고객
96,1,81.31,2,1,2,212,이탈 고객
29,1,134.08,5,1,3,513,관심 고객
33,1,37.85,4,1,1,411,신규 고객
45,1,67.49,4,1,2,412,신규 고객
23,1,73.49,5,1,2,512,신규 고객
113,1,686.41,2,1,5,215,이탈 위험 고객
79,1,226.95,3,1,4,314,관심 고객
121,1,37.13,1,1,1,111,이탈 고객
113,1,154.81,2,1,4,214,이탈 위험 고객
128,1,55.33,1,1,1,111,이탈 고객
77,1,40.96,3,1,1,311,신규 고객
27,1,57.97,5,1,1,511,신규 고객
71,1,338.5,3,1,5,315,관심 고객
11,1,47.46,5,1,1,511,신규 고객
17,1,200.35,5,1,4,514,관심 고객
62,2,149.72,3,5,4,354,충성 고객
31,1,253.23,4,1,5,415,관심 고객
86,1,54.38,3,1,1,311,신규 고객
93,1,23.88,2,1,1,211,이탈 고객
59,1,222.13,4,1,4,414,관심 고객
153,1,122.33,1,1,3,113,이탈 위험 고객
30,1,44.9,5,1,1,511,신규 고객
38,1,228.28,4,1,4,414,관심 고객
47,1,1391.35,4,1,5,415,관심 고객
59,1,82.56,4,1,2,412,신규 고객
21,1,33.34,5,1,1,511,신규 고객
134,1,115.48,1,1,3,113,이탈 위험 고객
86,1,47.96,3,1,1,311,신규 고객
13,1,119.79,5,1,3,513,관심 고객
122,1,19.64,1,1,1,111,이탈 고객
14,1,52.13,5,1,1,511,신규 고객
32,1,84.54,4,1,2,412,신규 고객
89,1,87.75,2,1,2,212,이탈 고객
107,1,57.23,2,1,1,211,이탈 고객
89,1,138.71,2,1,3,213,이탈 위험 고객
92,1,137.31,2,1,3,213,이탈 위험 고객
95,1,719.74,2,1,5,215,이탈 위험 고객
75,1,124.93,3,1,3,313,관심 고객
110,1,220.88,2,1,4,214,이탈 위험 고객
102,1,130.65,2,1,3,213,이탈 위험 고객
29,1,173.74,5,1,4,514,관심 고객
118,1,514.41,1,1,5,115,이탈 위험 고객
66,1,186.49,3,1,4,314,관심 고객
17,1,214.17,5,1,4,514,관심 고객
128,1,64.13,1,1,2,112,이탈 고객
70,1,195.16,3,1,4,314,관심 고객
120,1,124.41,1,1,3,113,이탈 위험 고객
34,1,228.34,4,1,4,414,관심 고객
48,1,172.16,4,1,4,414,관심 고객
123,1,131.06,1,1,3,113,이탈 위험 고객
129,1,89.45,1,1,2,112,이탈 고객
24,1,88.19,5,1,2,512,신규 고객
107,1,272.88,2,1,5,215,이탈 위험 고객
47,1,66.42,4,1,2,412,신규 고객
26,1,117.79,5,1,3,513,관심 고객
9,1,27.4,5,1,1,511,신규 고객
97,1,611.67,2,1,5,215,이탈 위험 고객
67,1,128.43,3,1,3,313,관심 고객
121,1,99.9,1,1,3,113,이탈 위험 고객
19,1,122.43,5,1,3,513,관심 고객
42,1,56.5,4,1,1,411,신규 고객
130,1,49.32,1,1,1,111,이탈 고객
22,1,575.04,5,1,5,515,관심 고객
132,1,57.23,1,1,1,111,이탈 고객
19,1,101.01,5,1,3,513,관심 고객
83,1,217.76,3,1,4,314,관심 고객
92,1,128.67,2,1,3,213,이탈 위험 고객
111,1,246.88,2,1,4,214,이탈 위험 고객
23,1,139.22,5,1,3,513,관심 고객
101,1,680.26,2,1,5,215,이탈 위험 고객
58,1,195.6,4,1,4,414,관심 고객
94,1,108.44,2,1,3,213,이탈 위험 고객
15,1,74.5,5,1,2,512,신규 고객
97,1,92.9,2,1,2,212,이탈 고객
10,1,92.64,5,1,2,512,신규 고객
48,1,247.62,4,1,4,414,관심 고객
14,1,384.79,5,1,5,515,관심 고객
14,1,87.28,5,1,2,512,신규 고객
109,1,92.16,2,1,2,212,이탈 고객
130,1,105.77,1,1,3,113,이탈 위험 고객
3,1,219.51,5,1,4,514,관심 고객
44,1,34.94,4,1,1,411,신규 고객
44,1,373.29,4,1,5,415,관심 고객
76,1,504.76,3,1,5,315,관심 고객
101,1,785.67,2,1,5,215,이탈 위험 고객
54,1,70.89,4,1,2,412,신규 고객
148,1,121.6,1,1,3,113,이탈 위험 고객
96,1,88.87,2,1,2,212,이탈 고객
30,1,52.93,5,1,1,511,신규 고객
44,1,153.1,4,1,4,414,관심 고객
10,1,94.74,5,1,2,512,신규 고객
10,1,1059.27,5,1,5,515,관심 고객
111,1,181.4,2,1,4,214,이탈 위험 고객
39,1,697.23,4,1,5,415,관심 고객
17,1,225.62,5,1,4,514,관심 고객
113,1,62.22,2,1,2,212,이탈 고객
89,1,317.16,2,1,5,215,이탈 위험 고객
105,1,120.29,2,1,3,213,이탈 위험 고객
29,1,43.17,5,1,1,511,신규 고객
20,1,113.94,5,1,3,513,관심 고객
16,1,127.04,5,1,3,513,관심 고객
148,1,190.23,1,1,4,114,이탈 위험 고객
85,1,193.12,3,1,4,314,관심 고객
108,1,133.1,2,1,3,213,이탈 위험 고객
55,1,1281.12,4,1,5,415,관심 고객
104,1,156.52,2,1,4,214,이탈 위험 고객
100,1,163.94,2,1,4,214,이탈 위험 고객
33,1,114.49,4,1,3,413,관심 고객
123,1,85.33,1,1,2,112,이탈 고객
49,1,112.42,4,1,3,413,관심 고객
126,1,100.27,1,1,3,113,이탈 위험 고객
51,1,184.49,4,1,4,414,관심 고객
44,1,153.1,4,1,4,414,관심 고객
87,1,116.97,3,1,3,313,관심 고객
101,1,216.31,2,1,4,214,이탈 위험 고객
119,1,67.92,1,1,2,112,이탈 고객
109,1,420.68,2,1,5,215,이탈 위험 고객
79,1,105.39,3,1,3,313,관심 고객
28,1,208.42,5,1,4,514,관심 고객
43,1,268.84,4,1,5,415,관심 고객
21,1,167.32,5,1,4,514,관심 고객
121,1,133.86,1,1,3,113,이탈 위험 고객
43,1,193.84,4,1,4,414,관심 고객
42,1,439.82,4,1,5,415,관심 고객
115,1,336.0,2,1,5,215,이탈 위험 고객
24,1,107.4,5,1,3,513,관심 고객
58,1,126.02,4,1,3,413,관심 고객
74,1,111.71,3,1,3,313,관심 고객
129,1,107.55,1,1,3,113,이탈 위험 고객
74,1,94.62,3,1,2,312,이탈 위험 고객
127,1,374.32,1,1,5,115,이탈 위험 고객
59,1,155.23,4,1,4,414,관심 고객
133,1,151.78,1,1,4,114,이탈 위험 고객
145,1,49.23,1,1,1,111,이탈 고객
14,1,138.92,5,1,3,513,관심 고객
38,1,37.75,4,1,1,411,신규 고객
69,1,137.36,3,1,3,313,관심 고객
135,1,91.01,1,1,2,112,이탈 고객
84,1,47.39,3,1,1,311,신규 고객
46,1,521.31,4,1,5,415,관심 고객
22,1,157.57,5,1,4,514,관심 고객
140,1,145.69,1,1,3,113,이탈 위험 고객
23,1,60.52,5,1,2,512,신규 고객
87,1,57.29,3,1,1,311,신규 고객
78,1,35.45,3,1,1,311,신규 고객
157,1,134.9,1,1,3,113,이탈 위험 고객
119,1,503.88,1,1,5,115,이탈 위험 고객
34,1,62.8,4,1,2,412,신규 고객
31,1,99.88,4,1,3,413,관심 고객
24,1,1885.56,5,1,5,515,관심 고객
69,1,29.79,3,1,1,311,신규 고객
16,1,380.13,5,1,5,515,관심 고객
41,1,178.22,4,1,4,414,관심 고객
20,1,98.65,5,1,3,513,관심 고객
110,1,190.75,2,1,4,214,이탈 위험 고객
43,1,143.58,4,1,3,413,관심 고객
99,1,413.98,2,1,5,215,이탈 위험 고객
128,1,167.09,1,1,4,114,이탈 위험 고객
50,1,38.24,4,1,1,411,신규 고객
56,1,110.77,4,1,3,413,관심 고객
30,1,52.85,5,1,1,511,신규 고객
27,1,56.37,5,1,1,511,신규 고객
42,1,97.26,4,1,2,412,신규 고객
103,1,28.28,2,1,1,211,이탈 고객
61,1,18.87,3,1,1,311,신규 고객
128,1,29.35,1,1,1,111,이탈 고객
118,1,50.22,1,1,1,111,이탈 고객
109,1,150.04,2,1,4,214,이탈 위험 고객
121,1,385.37,1,1,5,115,이탈 위험 고객
136,1,64.13,1,1,2,112,이탈 고객
45,1,705.78,4,1,5,415,관심 고객
11,1,66.41,5,1,2,512,신규 고객
110,1,74.41,2,1,2,212,이탈 고객
68,1,20.29,3,1,1,311,신규 고객
16,1,181.95,5,1,4,514,관심 고객
122,1,836.44,1,1,5,115,이탈 위험 고객
131,1,69.9,1,1,2,112,이탈 고객
131,1,403.36,1,1,5,115,이탈 위험 고객
57,1,263.85,4,1,5,415,관심 고객
81,1,34.13,3,1,1,311,신규 고객
121,1,115.6,1,1,3,113,이탈 위험 고객
95,1,143.28,2,1,3,213,이탈 위험 고객
36,1,66.47,4,1,2,412,신규 고객
44,2,772.58,4,5,5,455,충성 고객
126,1,88.71,1,1,2,112,이탈 고객
130,1,861.76,1,1,5,115,이탈 위험 고객
111,1,38.23,2,1,1,211,이탈 고객
59,1,183.86,4,1,4,414,관심 고객
85,1,993.1800000000001,3,1,5,315,관심 고객
76,1,40.95,3,1,1,311,신규 고객
56,1,104.11,4,1,3,413,관심 고객
83,1,102.27,3,1,3,313,관심 고객
130,1,26.77,1,1,1,111,이탈 고객
18,1,105.69,5,1,3,513,관심 고객
46,1,63.33,4,1,2,412,신규 고객
47,1,98.42,4,1,3,413,관심 고객
66,1,239.76,3,1,4,314,관심 고객
34,1,752.21,4,1,5,415,관심 고객
21,1,286.79,5,1,5,515,관심 고객
96,1,68.35,2,1,2,212,이탈 고객
32,1,67.44,4,1,2,412,신규 고객
93,1,138.74,2,1,3,213,이탈 위험 고객
21,1,64.15,5,1,2,512,신규 고객
110,1,87.32,2,1,2,212,이탈 고객
28,1,1367.75,5,1,5,515,관심 고객
42,1,98.65,4,1,3,413,관심 고객
133,1,204.13,1,1,4,114,이탈 위험 고객
128,1,50.13,1,1,1,111,이탈 고객
113,1,354.02,2,1,5,215,이탈 위험 고객
75,1,38.32,3,1,1,311,신규 고객
90,1,841.28,2,1,5,215,이탈 위험 고객
41,1,75.42,4,1,2,412,신규 고객
103,1,60.37,2,1,2,212,이탈 고객
33,1,70.07,4,1,2,412,신규 고객
31,1,112.1,4,1,3,413,관심 고객
120,1,99.9,1,1,3,113,이탈 위험 고객
63,1,217.76,3,1,4,314,관심 고객
78,1,582.66,3,1,5,315,관심 고객
44,1,65.45,4,1,2,412,신규 고객
18,1,115.87,5,1,3,513,관심 고객
86,1,98.94,3,1,3,313,관심 고객
37,1,264.96,4,1,5,415,관심 고객
36,1,1957.2,4,1,5,415,관심 고객
119,1,174.97,1,1,4,114,이탈 위험 고객
89,1,68.19,2,1,2,212,이탈 고객
76,1,645.17,3,1,5,315,관심 고객
54,1,41.85,4,1,1,411,신규 고객
22,1,194.62,5,1,4,514,관심 고객
66,1,35.230000000000004,3,1,1,311,신규 고객
14,1,26.78,5,1,1,511,신규 고객
79,1,58.48,3,1,2,312,이탈 위험 고객
46,1,85.58,4,1,2,412,신규 고객
10,1,31.79,5,1,1,511,신규 고객
68,1,24.76,3,1,1,311,신규 고객
49,1,28.94,4,1,1,411,신규 고객
60,1,60.5,3,1,2,312,이탈 위험 고객
28,1,151.86,5,1,4,514,관심 고객
51,1,113.89,4,1,3,413,관심 고객
24,1,193.84,5,1,4,514,관심 고객
8,1,352.68,5,1,5,515,관심 고객
34,1,55.03,4,1,1,411,신규 고객
84,1,181.69,3,1,4,314,관심 고객
85,1,124.7,3,1,3,313,관심 고객
23,1,124.07,5,1,3,513,관심 고객
108,1,118.53,2,1,3,213,이탈 위험 고객
32,1,260.06,4,1,5,415,관심 고객
130,1,63.28,1,1,2,112,이탈 고객
128,1,340.32,1,1,5,115,이탈 위험 고객
19,1,873.96,5,1,5,515,관심 고객
71,1,30.7,3,1,1,311,신규 고객
54,1,52.91,4,1,1,411,신규 고객
34,1,73.05,4,1,2,412,신규 고객
80,1,37.82,3,1,1,311,신규 고객
57,1,288.28,4,1,5,415,관심 고객
35,1,58.28,4,1,1,411,신규 고객
128,1,82.43,1,1,2,112,이탈 고객
135,1,1562.67,1,1,5,115,이탈 위험 고객
109,1,32.39,2,1,1,211,이탈 고객
146,1,71.36,1,1,2,112,이탈 고객
38,1,73.38,4,1,2,412,신규 고객
115,1,164.03,2,1,4,214,이탈 위험 고객
80,1,151.56,3,1,4,314,관심 고객
10,1,66.02,5,1,2,512,신규 고객
67,1,46.0,3,1,1,311,신규 고객
132,1,47.22,1,1,1,111,이탈 고객
120,1,1470.94,1,1,5,115,이탈 위험 고객
128,1,143.16,1,1,3,113,이탈 위험 고객
100,1,463.2,2,1,5,215,이탈 위험 고객
27,1,44.3,5,1,1,511,신규 고객
121,1,111.76,1,1,3,113,이탈 위험 고객
124,1,84.42999999999999,1,1,2,112,이탈 고객
106,1,150.6,2,1,4,214,이탈 위험 고객
115,1,254.14,2,1,5,215,이탈 위험 고객
79,1,457.07,3,1,5,315,관심 고객
13,1,213.56,5,1,4,514,관심 고객
29,1,378.84,5,1,5,515,관심 고객
100,1,50.71,2,1,1,211,이탈 고객
26,1,187.83,5,1,4,514,관심 고객
142,1,83.51,1,1,2,112,이탈 고객
129,1,201.75,1,1,4,114,이탈 위험 고객
77,1,118.35,3,1,3,313,관심 고객
61,1,643.34,3,1,5,315,관심 고객
28,1,132.57,5,1,3,513,관심 고객
16,1,37.46,5,1,1,511,신규 고객
20,1,63.55,5,1,2,512,신규 고객
44,1,37.84,4,1,1,411,신규 고객
90,1,1832.04,2,1,5,215,이탈 위험 고객
116,1,69.9,2,1,2,212,이탈 고객
58,1,188.63,4,1,4,414,관심 고객
63,1,1924.03,3,1,5,315,관심 고객
65,1,218.48,3,1,4,314,관심 고객
27,1,93.28,5,1,2,512,신규 고객
38,1,22.38,4,1,1,411,신규 고객
38,1,147.07,4,1,3,413,관심 고객
69,1,126.76,3,1,3,313,관심 고객
45,1,123.75,4,1,3,413,관심 고객
92,1,44.36,2,1,1,211,이탈 고객
58,1,189.69,4,1,4,414,관심 고객
58,1,163.71,4,1,4,414,관심 고객
132,1,118.61,1,1,3,113,이탈 위험 고객
75,1,39.01,3,1,1,311,신규 고객
154,1,126.03,1,1,3,113,이탈 위험 고객
91,1,52.84,2,1,1,211,이탈 고객
71,1,37.03,3,1,1,311,신규 고객
68,1,56.99,3,1,1,311,신규 고객
36,1,262.86,4,1,5,415,관심 고객
75,1,135.0,3,1,3,313,관심 고객
107,1,106.5,2,1,3,213,이탈 위험 고객
81,1,68.03,3,1,2,312,이탈 위험 고객
135,1,152.79,1,1,4,114,이탈 위험 고객
77,1,74.49,3,1,2,312,이탈 위험 고객
115,1,417.51,2,1,5,215,이탈 위험 고객
115,1,93.58,2,1,2,212,이탈 고객
105,1,76.29,2,1,2,212,이탈 고객
19,1,264.22,5,1,5,515,관심 고객
16,1,77.11,5,1,2,512,신규 고객
108,1,32.45,2,1,1,211,이탈 고객
16,1,65.35,5,1,2,512,신규 고객
115,1,73.77,2,1,2,212,이탈 고객
16,1,227.23,5,1,4,514,관심 고객
79,1,238.75,3,1,4,314,관심 고객
49,1,270.84,4,1,5,415,관심 고객
111,1,169.5,2,1,4,214,이탈 위험 고객
63,1,28.13,3,1,1,311,신규 고객
34,1,180.47,4,1,4,414,관심 고객
118,1,535.37,1,1,5,115,이탈 위험 고객
38,1,108.63,4,1,3,413,관심 고객
118,1,232.54,1,1,4,114,이탈 위험 고객
16,1,70.49,5,1,2,512,신규 고객
43,1,1658.04,4,1,5,415,관심 고객
105,1,73.4,2,1,2,212,이탈 고객
36,1,1114.65,4,1,5,415,관심 고객
78,1,151.39,3,1,4,314,관심 고객
18,1,61.3,5,1,2,512,신규 고객
23,1,177.88,5,1,4,514,관심 고객
25,1,236.24,5,1,4,514,관심 고객
81,1,126.44,3,1,3,313,관심 고객
127,1,64.56,1,1,2,112,이탈 고객
128,1,26.78,1,1,1,111,이탈 고객
99,1,693.59,2,1,5,215,이탈 위험 고객
89,1,105.12,2,1,3,213,이탈 위험 고객
122,1,159.03,1,1,4,114,이탈 위험 고객
17,1,61.37,5,1,2,512,신규 고객
93,1,62.75,2,1,2,212,이탈 고객
104,1,68.82,2,1,2,212,이탈 고객
83,1,233.0,3,1,4,314,관심 고객
110,1,276.12,2,1,5,215,이탈 위험 고객
71,1,125.69,3,1,3,313,관심 고객
141,1,123.18,1,1,3,113,이탈 위험 고객
65,1,334.2,3,1,5,315,관심 고객
119,1,56.39,1,1,1,111,이탈 고객
34,1,44.2,4,1,1,411,신규 고객
23,1,83.68,5,1,2,512,신규 고객
130,1,166.62,1,1,4,114,이탈 위험 고객
87,1,617.79,3,1,5,315,관심 고객
64,1,70.89,3,1,2,312,이탈 위험 고객
120,1,125.91,1,1,3,113,이탈 위험 고객
116,1,114.09,2,1,3,213,이탈 위험 고객
28,1,154.18,5,1,4,514,관심 고객
72,1,51.92,3,1,1,311,신규 고객
69,1,166.35,3,1,4,314,관심 고객
89,1,87.32,2,1,2,212,이탈 고객
5,1,258.9,5,1,5,515,관심 고객
121,1,37.61,1,1,1,111,이탈 고객
40,1,63.42,4,1,2,412,신규 고객
114,1,124.04,2,1,3,213,이탈 위험 고객
66,1,82.28,3,1,2,312,이탈 위험 고객
80,1,440.58,3,1,5,315,관심 고객
81,1,62.43,3,1,2,312,이탈 위험 고객
53,1,53.96,4,1,1,411,신규 고객
77,1,30.7,3,1,1,311,신규 고객
65,1,666.34,3,1,5,315,관심 고객
67,1,105.2,3,1,3,313,관심 고객
69,1,102.36,3,1,3,313,관심 고객
116,1,53.87,2,1,1,211,이탈 고객
181,1,63.0,1,1,2,112,이탈 고객
81,1,158.71,3,1,4,314,관심 고객
16,1,133.14,5,1,3,513,관심 고객
114,1,221.78,2,1,4,214,이탈 위험 고객
145,1,1890.1799999999998,1,1,5,115,이탈 위험 고객
79,1,110.77,3,1,3,313,관심 고객
8,1,91.23,5,1,2,512,신규 고객
18,1,26.29,5,1,1,511,신규 고객
130,1,406.04,1,1,5,115,이탈 위험 고객
122,1,1118.52,1,1,5,115,이탈 위험 고객
114,1,309.99,2,1,5,215,이탈 위험 고객
125,1,76.39,1,1,2,112,이탈 고객
17,1,476.18999999999994,5,1,5,515,관심 고객
133,1,214.16,1,1,4,114,이탈 위험 고객
193,1,409.61,1,1,5,115,이탈 위험 고객
31,1,239.6,4,1,4,414,관심 고객
120,1,162.7,1,1,4,114,이탈 위험 고객
138,1,160.52,1,1,4,114,이탈 위험 고객
128,1,97.38,1,1,2,112,이탈 고객
81,1,491.26,3,1,5,315,관심 고객
47,1,164.32,4,1,4,414,관심 고객
17,1,217.22,5,1,4,514,관심 고객
53,2,107.98,4,5,3,453,잠재적 충성고객
14,1,360.99,5,1,5,515,관심 고객
110,1,114.55,2,1,3,213,이탈 위험 고객
85,1,133.59,3,1,3,313,관심 고객
118,1,247.52,1,1,4,114,이탈 위험 고객
41,1,50.93,4,1,1,411,신규 고객
107,1,37.84,2,1,1,211,이탈 고객
116,1,115.72,2,1,3,213,이탈 위험 고객
70,1,112.03,3,1,3,313,관심 고객
70,1,222.04,3,1,4,314,관심 고객
104,1,27.29,2,1,1,211,이탈 고객
137,1,115.59,1,1,3,113,이탈 위험 고객
17,1,158.01,5,1,4,514,관심 고객
95,1,253.68,2,1,5,215,이탈 위험 고객
126,1,194.08,1,1,4,114,이탈 위험 고객
57,1,44.18,4,1,1,411,신규 고객
23,1,38.14,5,1,1,511,신규 고객
84,1,159.4,3,1,4,314,관심 고객
27,1,245.48,5,1,4,514,관심 고객
58,1,767.33,4,1,5,415,관심 고객
30,1,469.16999999999996,5,1,5,515,관심 고객
84,1,88.45,3,1,2,312,이탈 위험 고객
58,1,189.37,4,1,4,414,관심 고객
126,1,83.23,1,1,2,112,이탈 고객
112,1,113.7,2,1,3,213,이탈 위험 고객
56,1,64.44,4,1,2,412,신규 고객
48,1,86.37,4,1,2,412,신규 고객
65,1,68.35,3,1,2,312,이탈 위험 고객
51,1,61.99,4,1,2,412,신규 고객
74,1,68.36,3,1,2,312,이탈 위험 고객
106,1,71.15,2,1,2,212,이탈 고객
70,1,209.43,3,1,4,314,관심 고객
43,1,128.1,4,1,3,413,관심 고객
146,1,208.01,1,1,4,114,이탈 위험 고객
34,1,96.69,4,1,2,412,신규 고객
50,1,78.93,4,1,2,412,신규 고객
31,1,72.17,4,1,2,412,신규 고객
71,1,845.12,3,1,5,315,관심 고객
21,1,210.73,5,1,4,514,관심 고객
127,1,580.31,1,1,5,115,이탈 위험 고객
128,1,99.9,1,1,3,113,이탈 위험 고객
14,1,163.06,5,1,4,514,관심 고객
107,1,87.64,2,1,2,212,이탈 고객
111,1,1843.85,2,1,5,215,이탈 위험 고객
126,1,101.72,1,1,3,113,이탈 위험 고객
37,1,85.58,4,1,2,412,신규 고객
29,1,99.65,5,1,3,513,관심 고객
127,1,80.23,1,1,2,112,이탈 고객
15,1,62.98,5,1,2,512,신규 고객
20,1,120.94,5,1,3,513,관심 고객
12,1,111.17,5,1,3,513,관심 고객
32,1,88.71,4,1,2,412,신규 고객
115,1,286.78,2,1,5,215,이탈 위험 고객
33,1,37.84,4,1,1,411,신규 고객
136,1,59.03,1,1,2,112,이탈 고객
82,1,95.43,3,1,2,312,이탈 위험 고객
55,1,85.46,4,1,2,412,신규 고객
80,1,134.42,3,1,3,313,관심 고객
134,1,111.2,1,1,3,113,이탈 위험 고객
71,1,47.29,3,1,1,311,신규 고객
31,1,75.68,4,1,2,412,신규 고객
22,1,573.68,5,1,5,515,관심 고객
88,1,102.87,3,1,3,313,관심 고객
110,1,459.78,2,1,5,215,이탈 위험 고객
31,1,31.33,4,1,1,411,신규 고객
208,1,215.33,1,1,4,114,이탈 위험 고객
42,1,274.55,4,1,5,415,관심 고객
79,1,31.35,3,1,1,311,신규 고객
119,1,92.5,1,1,2,112,이탈 고객
130,1,114.7,1,1,3,113,이탈 위험 고객
64,1,155.95,3,1,4,314,관심 고객
75,1,162.96,3,1,4,314,관심 고객
112,1,41.2,2,1,1,211,이탈 고객
127,1,196.72,1,1,4,114,이탈 위험 고객
